source,source_label,relation,target,target_label,score
quiz_64,Quiz,has_question,question_78,Question,
quiz_64,Quiz,has_question,question_79,Question,
quiz_64,Quiz,has_question,question_80,Question,
quiz_64,Quiz,has_question,question_81,Question,
module_44,Module,has_quiz,quiz_65,Quiz,
quiz_65,Quiz,has_question,question_82,Question,
quiz_65,Quiz,has_question,question_83,Question,
quiz_65,Quiz,has_question,question_84,Question,
quiz_65,Quiz,has_question,question_85,Question,
quiz_65,Quiz,has_question,question_86,Question,
quiz_65,Quiz,has_question,question_87,Question,
quiz_65,Quiz,has_question,question_88,Question,
quiz_65,Quiz,has_question,question_89,Question,
quiz_65,Quiz,has_question,question_90,Question,
quiz_65,Quiz,has_question,question_91,Question,
quiz_65,Quiz,has_question,question_92,Question,
quiz_65,Quiz,has_question,question_93,Question,
quiz_65,Quiz,has_question,question_94,Question,
quiz_65,Quiz,has_question,question_95,Question,
quiz_65,Quiz,has_question,question_96,Question,
quiz_65,Quiz,has_question,question_97,Question,
quiz_65,Quiz,has_question,question_98,Question,
quiz_65,Quiz,has_question,question_99,Question,
quiz_65,Quiz,has_question,question_100,Question,
quiz_65,Quiz,has_question,question_101,Question,
module_44,Module,has_quiz,quiz_66,Quiz,
quiz_66,Quiz,has_question,question_102,Question,
quiz_66,Quiz,has_question,question_103,Question,
quiz_66,Quiz,has_question,question_104,Question,
quiz_66,Quiz,has_question,question_105,Question,
quiz_66,Quiz,has_question,question_106,Question,
quiz_66,Quiz,has_question,question_107,Question,
quiz_66,Quiz,has_question,question_108,Question,
quiz_66,Quiz,has_question,question_109,Question,
quiz_66,Quiz,has_question,question_110,Question,
quiz_66,Quiz,has_question,question_111,Question,
quiz_66,Quiz,has_question,question_112,Question,
quiz_66,Quiz,has_question,question_113,Question,
quiz_66,Quiz,has_question,question_114,Question,
quiz_66,Quiz,has_question,question_115,Question,
quiz_66,Quiz,has_question,question_116,Question,
quiz_66,Quiz,has_question,question_117,Question,
quiz_66,Quiz,has_question,question_118,Question,
quiz_66,Quiz,has_question,question_119,Question,
quiz_66,Quiz,has_question,question_120,Question,
quiz_66,Quiz,has_question,question_121,Question,
module_44,Module,has_quiz,quiz_67,Quiz,
quiz_67,Quiz,has_question,question_122,Question,
quiz_67,Quiz,has_question,question_123,Question,
quiz_67,Quiz,has_question,question_124,Question,
quiz_67,Quiz,has_question,question_125,Question,
quiz_67,Quiz,has_question,question_126,Question,
quiz_67,Quiz,has_question,question_127,Question,
quiz_67,Quiz,has_question,question_128,Question,
quiz_67,Quiz,has_question,question_129,Question,
quiz_67,Quiz,has_question,question_130,Question,
quiz_67,Quiz,has_question,question_131,Question,
quiz_67,Quiz,has_question,question_132,Question,
quiz_67,Quiz,has_question,question_133,Question,
quiz_67,Quiz,has_question,question_134,Question,
quiz_67,Quiz,has_question,question_135,Question,
quiz_67,Quiz,has_question,question_136,Question,
quiz_67,Quiz,has_question,question_137,Question,
quiz_67,Quiz,has_question,question_138,Question,
quiz_67,Quiz,has_question,question_139,Question,
quiz_67,Quiz,has_question,question_140,Question,
quiz_67,Quiz,has_question,question_141,Question,
module_44,Module,has_quiz,quiz_68,Quiz,
quiz_68,Quiz,has_question,question_142,Question,
quiz_68,Quiz,has_question,question_143,Question,
quiz_68,Quiz,has_question,question_144,Question,
quiz_68,Quiz,has_question,question_145,Question,
quiz_68,Quiz,has_question,question_146,Question,
quiz_68,Quiz,has_question,question_147,Question,
quiz_68,Quiz,has_question,question_148,Question,
quiz_68,Quiz,has_question,question_149,Question,
quiz_68,Quiz,has_question,question_150,Question,
quiz_68,Quiz,has_question,question_151,Question,
quiz_68,Quiz,has_question,question_152,Question,
quiz_68,Quiz,has_question,question_153,Question,
quiz_68,Quiz,has_question,question_154,Question,
quiz_68,Quiz,has_question,question_155,Question,
quiz_68,Quiz,has_question,question_156,Question,
quiz_68,Quiz,has_question,question_157,Question,
quiz_68,Quiz,has_question,question_158,Question,
quiz_68,Quiz,has_question,question_159,Question,
quiz_68,Quiz,has_question,question_160,Question,
quiz_68,Quiz,has_question,question_161,Question,
user_38,Student,attempted,quiz_63,Quiz,
user_38,Student,scored_on,quiz_63,Quiz,0.0
course_4,Course,includes,module_46,Module,
module_46,Module,has_lesson,lesson_bai-01-tong-quan-ve-asp-dot-net,Lesson,
module_46,Module,has_lesson,lesson_bai-02-cac-lop-su-dung-trong-asp-dot-net,Lesson,
module_46,Module,has_lesson,lesson_bai-03-truy-cap-du-lieu-trong-asp-dot-net,Lesson,
module_46,Module,has_lesson,lesson_bai-04-lap-trinh-voi-jquery-trong-asp-dot-net,Lesson,
module_46,Module,has_lesson,lesson_bai-05-tong-quan-ve-asp-dot-net-mvc,Lesson,
module_46,Module,has_lesson,lesson_bai-06-tong-quan-ve-asp-dot-net-core-mvc,Lesson,
module_46,Module,has_lesson,lesson_bai-07-xay-dung-ung-dung-asp-dot-net-core-mvc,Lesson,
module_46,Module,has_lesson,lesson_bai-08-ky-thuat-truyen-du-lieu-trong-asp-dot-net-core-mvc,Lesson,
module_46,Module,has_lesson,lesson_bai-09-dinh-tuyen-routing-trong-asp-dot-net-core-mvc,Lesson,
module_46,Module,has_lesson,lesson_bai-10-quan-lu-trang-thai-session-and-cookie-trong-asp-dot-net-core-mvc,Lesson,
module_46,Module,has_lesson,lesson_bai-11-xac-thuc-va-phan-quyen-trong-asp-dot-net-core-mvc,Lesson,
module_46,Module,has_lesson,lesson_bai-12-asp-dot-net-identity-va-entity-framework,Lesson,
module_46,Module,has_quiz,quiz_70,Quiz,
quiz_70,Quiz,has_question,question_162,Question,
quiz_70,Quiz,has_question,question_163,Question,
quiz_70,Quiz,has_question,question_164,Question,
quiz_70,Quiz,has_question,question_165,Question,
quiz_70,Quiz,has_question,question_166,Question,
quiz_70,Quiz,has_question,question_167,Question,
quiz_70,Quiz,has_question,question_168,Question,
quiz_70,Quiz,has_question,question_169,Question,
quiz_70,Quiz,has_question,question_170,Question,
quiz_70,Quiz,has_question,question_171,Question,
quiz_70,Quiz,has_question,question_172,Question,
quiz_70,Quiz,has_question,question_173,Question,
quiz_70,Quiz,has_question,question_174,Question,
quiz_70,Quiz,has_question,question_175,Question,
quiz_70,Quiz,has_question,question_176,Question,
quiz_70,Quiz,has_question,question_177,Question,
quiz_70,Quiz,has_question,question_178,Question,
quiz_70,Quiz,has_question,question_179,Question,
quiz_70,Quiz,has_question,question_180,Question,
quiz_70,Quiz,has_question,question_181,Question,
module_46,Module,has_quiz,quiz_71,Quiz,
quiz_71,Quiz,has_question,question_182,Question,
quiz_71,Quiz,has_question,question_183,Question,
quiz_71,Quiz,has_question,question_184,Question,
quiz_71,Quiz,has_question,question_185,Question,
quiz_71,Quiz,has_question,question_186,Question,
quiz_71,Quiz,has_question,question_187,Question,
quiz_71,Quiz,has_question,question_188,Question,
quiz_71,Quiz,has_question,question_189,Question,
quiz_71,Quiz,has_question,question_190,Question,
quiz_71,Quiz,has_question,question_191,Question,
quiz_71,Quiz,has_question,question_192,Question,
quiz_71,Quiz,has_question,question_193,Question,
quiz_71,Quiz,has_question,question_194,Question,
quiz_71,Quiz,has_question,question_195,Question,
quiz_71,Quiz,has_question,question_196,Question,
quiz_71,Quiz,has_question,question_197,Question,
quiz_71,Quiz,has_question,question_198,Question,
quiz_71,Quiz,has_question,question_199,Question,
quiz_71,Quiz,has_question,question_200,Question,
quiz_71,Quiz,has_question,question_201,Question,
module_46,Module,has_quiz,quiz_72,Quiz,
quiz_72,Quiz,has_question,question_202,Question,
quiz_72,Quiz,has_question,question_203,Question,
quiz_72,Quiz,has_question,question_204,Question,
quiz_72,Quiz,has_question,question_205,Question,
quiz_72,Quiz,has_question,question_206,Question,
quiz_72,Quiz,has_question,question_207,Question,
quiz_72,Quiz,has_question,question_208,Question,
quiz_72,Quiz,has_question,question_209,Question,
quiz_72,Quiz,has_question,question_210,Question,
quiz_72,Quiz,has_question,question_211,Question,
quiz_72,Quiz,has_question,question_212,Question,
quiz_72,Quiz,has_question,question_213,Question,
quiz_72,Quiz,has_question,question_214,Question,
quiz_72,Quiz,has_question,question_215,Question,
quiz_72,Quiz,has_question,question_216,Question,
quiz_72,Quiz,has_question,question_217,Question,
quiz_72,Quiz,has_question,question_218,Question,
quiz_72,Quiz,has_question,question_219,Question,
quiz_72,Quiz,has_question,question_220,Question,
quiz_72,Quiz,has_question,question_221,Question,
module_46,Module,has_quiz,quiz_73,Quiz,
quiz_73,Quiz,has_question,question_222,Question,
quiz_73,Quiz,has_question,question_223,Question,
quiz_73,Quiz,has_question,question_224,Question,
quiz_73,Quiz,has_question,question_225,Question,
quiz_73,Quiz,has_question,question_226,Question,
quiz_73,Quiz,has_question,question_227,Question,
quiz_73,Quiz,has_question,question_228,Question,
quiz_73,Quiz,has_question,question_229,Question,
quiz_73,Quiz,has_question,question_230,Question,
quiz_73,Quiz,has_question,question_231,Question,
quiz_73,Quiz,has_question,question_232,Question,
quiz_73,Quiz,has_question,question_233,Question,
quiz_73,Quiz,has_question,question_234,Question,
quiz_73,Quiz,has_question,question_235,Question,
quiz_73,Quiz,has_question,question_236,Question,
quiz_73,Quiz,has_question,question_237,Question,
quiz_73,Quiz,has_question,question_238,Question,
quiz_73,Quiz,has_question,question_239,Question,
quiz_73,Quiz,has_question,question_240,Question,
quiz_73,Quiz,has_question,question_241,Question,
module_46,Module,has_quiz,quiz_74,Quiz,
quiz_74,Quiz,has_question,question_242,Question,
quiz_74,Quiz,has_question,question_243,Question,
quiz_74,Quiz,has_question,question_244,Question,
quiz_74,Quiz,has_question,question_245,Question,
quiz_74,Quiz,has_question,question_246,Question,
quiz_74,Quiz,has_question,question_247,Question,
quiz_74,Quiz,has_question,question_248,Question,
quiz_74,Quiz,has_question,question_249,Question,
quiz_74,Quiz,has_question,question_250,Question,
quiz_74,Quiz,has_question,question_251,Question,
quiz_74,Quiz,has_question,question_252,Question,
quiz_74,Quiz,has_question,question_253,Question,
quiz_74,Quiz,has_question,question_254,Question,
quiz_74,Quiz,has_question,question_255,Question,
quiz_74,Quiz,has_question,question_256,Question,
quiz_74,Quiz,has_question,question_257,Question,
quiz_74,Quiz,has_question,question_258,Question,
quiz_74,Quiz,has_question,question_259,Question,
quiz_74,Quiz,has_question,question_260,Question,
quiz_74,Quiz,has_question,question_261,Question,
module_46,Module,has_quiz,quiz_75,Quiz,
quiz_75,Quiz,has_question,question_262,Question,
quiz_75,Quiz,has_question,question_263,Question,
quiz_75,Quiz,has_question,question_264,Question,
quiz_75,Quiz,has_question,question_265,Question,
quiz_75,Quiz,has_question,question_266,Question,
quiz_75,Quiz,has_question,question_267,Question,
quiz_75,Quiz,has_question,question_268,Question,
quiz_75,Quiz,has_question,question_269,Question,
quiz_75,Quiz,has_question,question_270,Question,
quiz_75,Quiz,has_question,question_271,Question,
quiz_75,Quiz,has_question,question_272,Question,
quiz_75,Quiz,has_question,question_273,Question,
quiz_75,Quiz,has_question,question_274,Question,
quiz_75,Quiz,has_question,question_275,Question,
quiz_75,Quiz,has_question,question_276,Question,
quiz_75,Quiz,has_question,question_277,Question,
quiz_75,Quiz,has_question,question_278,Question,
quiz_75,Quiz,has_question,question_279,Question,
quiz_75,Quiz,has_question,question_280,Question,
quiz_75,Quiz,has_question,question_281,Question,
module_46,Module,has_quiz,quiz_76,Quiz,
quiz_76,Quiz,has_question,question_282,Question,
quiz_76,Quiz,has_question,question_283,Question,
quiz_76,Quiz,has_question,question_284,Question,
quiz_76,Quiz,has_question,question_285,Question,
quiz_76,Quiz,has_question,question_286,Question,
quiz_76,Quiz,has_question,question_287,Question,
quiz_76,Quiz,has_question,question_288,Question,
quiz_76,Quiz,has_question,question_289,Question,
quiz_76,Quiz,has_question,question_290,Question,
quiz_76,Quiz,has_question,question_291,Question,
quiz_76,Quiz,has_question,question_292,Question,
quiz_76,Quiz,has_question,question_293,Question,
quiz_76,Quiz,has_question,question_294,Question,
quiz_76,Quiz,has_question,question_295,Question,
quiz_76,Quiz,has_question,question_296,Question,
quiz_76,Quiz,has_question,question_297,Question,
quiz_76,Quiz,has_question,question_298,Question,
quiz_76,Quiz,has_question,question_299,Question,
quiz_76,Quiz,has_question,question_300,Question,
quiz_76,Quiz,has_question,question_301,Question,
module_46,Module,has_quiz,quiz_77,Quiz,
quiz_77,Quiz,has_question,question_302,Question,
quiz_77,Quiz,has_question,question_303,Question,
quiz_77,Quiz,has_question,question_304,Question,
quiz_77,Quiz,has_question,question_305,Question,
quiz_77,Quiz,has_question,question_306,Question,
quiz_77,Quiz,has_question,question_307,Question,
quiz_77,Quiz,has_question,question_308,Question,
quiz_77,Quiz,has_question,question_309,Question,
quiz_77,Quiz,has_question,question_310,Question,
quiz_77,Quiz,has_question,question_311,Question,
quiz_77,Quiz,has_question,question_312,Question,
quiz_77,Quiz,has_question,question_313,Question,
quiz_77,Quiz,has_question,question_314,Question,
quiz_77,Quiz,has_question,question_315,Question,
quiz_77,Quiz,has_question,question_316,Question,
quiz_77,Quiz,has_question,question_317,Question,
quiz_77,Quiz,has_question,question_318,Question,
quiz_77,Quiz,has_question,question_319,Question,
quiz_77,Quiz,has_question,question_320,Question,
quiz_77,Quiz,has_question,question_321,Question,
module_46,Module,has_quiz,quiz_78,Quiz,
quiz_78,Quiz,has_question,question_322,Question,
quiz_78,Quiz,has_question,question_323,Question,
quiz_78,Quiz,has_question,question_324,Question,
quiz_78,Quiz,has_question,question_325,Question,
quiz_78,Quiz,has_question,question_326,Question,
quiz_78,Quiz,has_question,question_327,Question,
quiz_78,Quiz,has_question,question_328,Question,
quiz_78,Quiz,has_question,question_329,Question,
quiz_78,Quiz,has_question,question_330,Question,
quiz_78,Quiz,has_question,question_331,Question,
quiz_78,Quiz,has_question,question_332,Question,
quiz_78,Quiz,has_question,question_333,Question,
quiz_78,Quiz,has_question,question_334,Question,
quiz_78,Quiz,has_question,question_335,Question,
quiz_78,Quiz,has_question,question_336,Question,
quiz_78,Quiz,has_question,question_337,Question,
quiz_78,Quiz,has_question,question_338,Question,
quiz_78,Quiz,has_question,question_339,Question,
quiz_78,Quiz,has_question,question_340,Question,
quiz_78,Quiz,has_question,question_341,Question,
module_46,Module,has_quiz,quiz_79,Quiz,
quiz_79,Quiz,has_question,question_342,Question,
quiz_79,Quiz,has_question,question_343,Question,
quiz_79,Quiz,has_question,question_344,Question,
quiz_79,Quiz,has_question,question_345,Question,
quiz_79,Quiz,has_question,question_346,Question,
quiz_79,Quiz,has_question,question_347,Question,
quiz_79,Quiz,has_question,question_348,Question,
quiz_79,Quiz,has_question,question_349,Question,
quiz_79,Quiz,has_question,question_350,Question,
quiz_79,Quiz,has_question,question_351,Question,
quiz_79,Quiz,has_question,question_352,Question,
quiz_79,Quiz,has_question,question_353,Question,
quiz_79,Quiz,has_question,question_354,Question,
quiz_79,Quiz,has_question,question_355,Question,
quiz_79,Quiz,has_question,question_356,Question,
quiz_79,Quiz,has_question,question_357,Question,
quiz_79,Quiz,has_question,question_358,Question,
quiz_79,Quiz,has_question,question_359,Question,
quiz_79,Quiz,has_question,question_360,Question,
quiz_79,Quiz,has_question,question_361,Question,
module_46,Module,has_quiz,quiz_80,Quiz,
quiz_80,Quiz,has_question,question_362,Question,
quiz_80,Quiz,has_question,question_363,Question,
quiz_80,Quiz,has_question,question_364,Question,
quiz_80,Quiz,has_question,question_365,Question,
quiz_80,Quiz,has_question,question_366,Question,
quiz_80,Quiz,has_question,question_367,Question,
quiz_80,Quiz,has_question,question_368,Question,
quiz_80,Quiz,has_question,question_369,Question,
quiz_80,Quiz,has_question,question_370,Question,
quiz_80,Quiz,has_question,question_371,Question,
quiz_80,Quiz,has_question,question_372,Question,
quiz_80,Quiz,has_question,question_373,Question,
quiz_80,Quiz,has_question,question_374,Question,
quiz_80,Quiz,has_question,question_375,Question,
quiz_80,Quiz,has_question,question_376,Question,
quiz_80,Quiz,has_question,question_377,Question,
quiz_80,Quiz,has_question,question_378,Question,
quiz_80,Quiz,has_question,question_379,Question,
quiz_80,Quiz,has_question,question_380,Question,
quiz_80,Quiz,has_question,question_381,Question,
module_46,Module,has_quiz,quiz_81,Quiz,
quiz_81,Quiz,has_question,question_382,Question,
quiz_81,Quiz,has_question,question_383,Question,
quiz_81,Quiz,has_question,question_384,Question,
quiz_81,Quiz,has_question,question_385,Question,
quiz_81,Quiz,has_question,question_386,Question,
quiz_81,Quiz,has_question,question_387,Question,
quiz_81,Quiz,has_question,question_388,Question,
quiz_81,Quiz,has_question,question_389,Question,
quiz_81,Quiz,has_question,question_390,Question,
quiz_81,Quiz,has_question,question_391,Question,
quiz_81,Quiz,has_question,question_392,Question,
quiz_81,Quiz,has_question,question_393,Question,
quiz_81,Quiz,has_question,question_394,Question,
quiz_81,Quiz,has_question,question_395,Question,
quiz_81,Quiz,has_question,question_396,Question,
quiz_81,Quiz,has_question,question_397,Question,
quiz_81,Quiz,has_question,question_398,Question,
quiz_81,Quiz,has_question,question_399,Question,
quiz_81,Quiz,has_question,question_400,Question,
quiz_81,Quiz,has_question,question_401,Question,
user_39,Student,attempted,quiz_70,Quiz,
user_39,Student,scored_on,quiz_70,Quiz,18.0
user_40,Student,attempted,quiz_70,Quiz,
user_40,Student,scored_on,quiz_70,Quiz,19.0
user_42,Student,attempted,quiz_70,Quiz,
user_42,Student,scored_on,quiz_70,Quiz,15.0
user_43,Student,attempted,quiz_70,Quiz,
user_43,Student,scored_on,quiz_70,Quiz,15.0
user_44,Student,attempted,quiz_70,Quiz,
user_44,Student,scored_on,quiz_70,Quiz,19.0
user_45,Student,attempted,quiz_70,Quiz,
user_45,Student,scored_on,quiz_70,Quiz,19.0
user_47,Student,attempted,quiz_70,Quiz,
user_47,Student,scored_on,quiz_70,Quiz,15.0
user_48,Student,attempted,quiz_70,Quiz,
user_48,Student,scored_on,quiz_70,Quiz,16.0
user_49,Student,attempted,quiz_70,Quiz,
user_49,Student,scored_on,quiz_70,Quiz,18.0
user_50,Student,attempted,quiz_70,Quiz,
user_50,Student,scored_on,quiz_70,Quiz,16.0
user_52,Student,attempted,quiz_70,Quiz,
user_52,Student,scored_on,quiz_70,Quiz,18.0
user_53,Student,attempted,quiz_70,Quiz,
user_53,Student,scored_on,quiz_70,Quiz,17.0
user_54,Student,attempted,quiz_70,Quiz,
user_54,Student,scored_on,quiz_70,Quiz,19.0
user_55,Student,attempted,quiz_70,Quiz,
user_55,Student,scored_on,quiz_70,Quiz,15.0
user_56,Student,attempted,quiz_70,Quiz,
user_56,Student,scored_on,quiz_70,Quiz,19.0
user_57,Student,attempted,quiz_70,Quiz,
user_57,Student,scored_on,quiz_70,Quiz,18.0
user_58,Student,attempted,quiz_70,Quiz,
user_58,Student,scored_on,quiz_70,Quiz,15.0
user_59,Student,attempted,quiz_70,Quiz,
user_59,Student,scored_on,quiz_70,Quiz,18.0
user_60,Student,attempted,quiz_70,Quiz,
user_60,Student,scored_on,quiz_70,Quiz,18.0
user_62,Student,attempted,quiz_70,Quiz,
user_62,Student,scored_on,quiz_70,Quiz,18.0
user_63,Student,attempted,quiz_70,Quiz,
user_63,Student,scored_on,quiz_70,Quiz,18.0
user_64,Student,attempted,quiz_70,Quiz,
user_64,Student,scored_on,quiz_70,Quiz,13.0
user_65,Student,attempted,quiz_70,Quiz,
user_65,Student,scored_on,quiz_70,Quiz,16.0
user_66,Student,attempted,quiz_70,Quiz,
user_66,Student,scored_on,quiz_70,Quiz,15.0
user_71,Student,attempted,quiz_70,Quiz,
user_71,Student,scored_on,quiz_70,Quiz,18.0
user_39,Student,attempted,quiz_71,Quiz,
user_39,Student,scored_on,quiz_71,Quiz,18.0
user_40,Student,attempted,quiz_71,Quiz,
user_40,Student,scored_on,quiz_71,Quiz,17.0
user_42,Student,attempted,quiz_71,Quiz,
user_42,Student,scored_on,quiz_71,Quiz,15.0
user_43,Student,attempted,quiz_71,Quiz,
user_43,Student,scored_on,quiz_71,Quiz,15.0
user_44,Student,attempted,quiz_71,Quiz,
user_44,Student,scored_on,quiz_71,Quiz,19.0
user_45,Student,attempted,quiz_71,Quiz,
user_45,Student,scored_on,quiz_71,Quiz,19.0
user_47,Student,attempted,quiz_71,Quiz,
user_47,Student,scored_on,quiz_71,Quiz,18.0
user_48,Student,attempted,quiz_71,Quiz,
user_48,Student,scored_on,quiz_71,Quiz,15.0
user_49,Student,attempted,quiz_71,Quiz,
user_49,Student,scored_on,quiz_71,Quiz,18.0
user_50,Student,attempted,quiz_71,Quiz,
user_50,Student,scored_on,quiz_71,Quiz,15.0
user_52,Student,attempted,quiz_71,Quiz,
user_52,Student,scored_on,quiz_71,Quiz,20.0
user_53,Student,attempted,quiz_71,Quiz,
user_53,Student,scored_on,quiz_71,Quiz,16.0
user_54,Student,attempted,quiz_71,Quiz,
user_54,Student,scored_on,quiz_71,Quiz,19.0
user_55,Student,attempted,quiz_71,Quiz,
user_55,Student,scored_on,quiz_71,Quiz,13.0
user_56,Student,attempted,quiz_71,Quiz,
user_56,Student,scored_on,quiz_71,Quiz,18.0
user_57,Student,attempted,quiz_71,Quiz,
user_57,Student,scored_on,quiz_71,Quiz,18.0
user_58,Student,attempted,quiz_71,Quiz,
user_58,Student,scored_on,quiz_71,Quiz,16.0
user_59,Student,attempted,quiz_71,Quiz,
user_59,Student,scored_on,quiz_71,Quiz,18.0
user_60,Student,attempted,quiz_71,Quiz,
user_60,Student,scored_on,quiz_71,Quiz,18.0
user_62,Student,attempted,quiz_71,Quiz,
user_62,Student,scored_on,quiz_71,Quiz,16.0
user_63,Student,attempted,quiz_71,Quiz,
user_63,Student,scored_on,quiz_71,Quiz,20.0
user_64,Student,attempted,quiz_71,Quiz,
user_64,Student,scored_on,quiz_71,Quiz,16.0
user_65,Student,attempted,quiz_71,Quiz,
user_65,Student,scored_on,quiz_71,Quiz,16.0
user_66,Student,attempted,quiz_71,Quiz,
user_66,Student,scored_on,quiz_71,Quiz,14.0
user_71,Student,attempted,quiz_71,Quiz,
user_71,Student,scored_on,quiz_71,Quiz,18.0
user_39,Student,attempted,quiz_72,Quiz,
user_39,Student,scored_on,quiz_72,Quiz,19.0
user_40,Student,attempted,quiz_72,Quiz,
user_40,Student,scored_on,quiz_72,Quiz,17.0
user_42,Student,attempted,quiz_72,Quiz,
user_42,Student,scored_on,quiz_72,Quiz,15.0
user_43,Student,attempted,quiz_72,Quiz,
user_43,Student,scored_on,quiz_72,Quiz,16.0
user_44,Student,attempted,quiz_72,Quiz,
user_44,Student,scored_on,quiz_72,Quiz,18.0
user_45,Student,attempted,quiz_72,Quiz,
user_45,Student,scored_on,quiz_72,Quiz,19.0
user_47,Student,attempted,quiz_72,Quiz,
user_47,Student,scored_on,quiz_72,Quiz,16.0
user_48,Student,attempted,quiz_72,Quiz,
user_48,Student,scored_on,quiz_72,Quiz,17.0
user_49,Student,attempted,quiz_72,Quiz,
user_49,Student,scored_on,quiz_72,Quiz,19.0
user_50,Student,attempted,quiz_72,Quiz,
user_50,Student,scored_on,quiz_72,Quiz,15.0
user_52,Student,attempted,quiz_72,Quiz,
user_52,Student,scored_on,quiz_72,Quiz,18.0
user_53,Student,attempted,quiz_72,Quiz,
user_53,Student,scored_on,quiz_72,Quiz,17.0
user_54,Student,attempted,quiz_72,Quiz,
user_54,Student,scored_on,quiz_72,Quiz,19.0
user_55,Student,attempted,quiz_72,Quiz,
user_55,Student,scored_on,quiz_72,Quiz,14.0
user_56,Student,attempted,quiz_72,Quiz,
user_56,Student,scored_on,quiz_72,Quiz,19.0
user_57,Student,attempted,quiz_72,Quiz,
user_57,Student,scored_on,quiz_72,Quiz,20.0
user_58,Student,attempted,quiz_72,Quiz,
user_58,Student,scored_on,quiz_72,Quiz,17.0
user_59,Student,attempted,quiz_72,Quiz,
user_59,Student,scored_on,quiz_72,Quiz,18.0
user_60,Student,attempted,quiz_72,Quiz,
user_60,Student,scored_on,quiz_72,Quiz,19.0
user_62,Student,attempted,quiz_72,Quiz,
user_62,Student,scored_on,quiz_72,Quiz,17.0
user_63,Student,attempted,quiz_72,Quiz,
user_63,Student,scored_on,quiz_72,Quiz,18.0
user_64,Student,attempted,quiz_72,Quiz,
user_64,Student,scored_on,quiz_72,Quiz,13.0
user_65,Student,attempted,quiz_72,Quiz,
user_65,Student,scored_on,quiz_72,Quiz,16.0
user_66,Student,attempted,quiz_72,Quiz,
user_66,Student,scored_on,quiz_72,Quiz,15.0
user_71,Student,attempted,quiz_72,Quiz,
user_71,Student,scored_on,quiz_72,Quiz,18.0
user_39,Student,attempted,quiz_73,Quiz,
user_39,Student,scored_on,quiz_73,Quiz,18.0
user_40,Student,attempted,quiz_73,Quiz,
user_40,Student,scored_on,quiz_73,Quiz,17.0
user_42,Student,attempted,quiz_73,Quiz,
user_42,Student,scored_on,quiz_73,Quiz,18.0
user_43,Student,attempted,quiz_73,Quiz,
user_43,Student,scored_on,quiz_73,Quiz,16.0
user_44,Student,attempted,quiz_73,Quiz,
user_44,Student,scored_on,quiz_73,Quiz,18.0
user_45,Student,attempted,quiz_73,Quiz,
user_45,Student,scored_on,quiz_73,Quiz,19.0
user_47,Student,attempted,quiz_73,Quiz,
user_47,Student,scored_on,quiz_73,Quiz,17.0
user_48,Student,attempted,quiz_73,Quiz,
user_48,Student,scored_on,quiz_73,Quiz,17.0
user_49,Student,attempted,quiz_73,Quiz,
user_49,Student,scored_on,quiz_73,Quiz,18.0
user_50,Student,attempted,quiz_73,Quiz,
