entity1,relation,entity2
quiz_68,has_question,question_156
quiz_68,has_question,question_157
quiz_68,has_question,question_158
quiz_68,has_question,question_159
quiz_68,has_question,question_160
quiz_68,has_question,question_161
user_38,attempted,quiz_63
user_38,has_score,quiz_63:0.0
course_4,includes,module_46
module_46,has_lesson,lesson_bai-01-tong-quan-ve-asp-dot-net
module_46,has_lesson,lesson_bai-02-cac-lop-su-dung-trong-asp-dot-net
module_46,has_lesson,lesson_bai-03-truy-cap-du-lieu-trong-asp-dot-net
module_46,has_lesson,lesson_bai-04-lap-trinh-voi-jquery-trong-asp-dot-net
module_46,has_lesson,lesson_bai-05-tong-quan-ve-asp-dot-net-mvc
module_46,has_lesson,lesson_bai-06-tong-quan-ve-asp-dot-net-core-mvc
module_46,has_lesson,lesson_bai-07-xay-dung-ung-dung-asp-dot-net-core-mvc
module_46,has_lesson,lesson_bai-08-ky-thuat-truyen-du-lieu-trong-asp-dot-net-core-mvc
module_46,has_lesson,lesson_bai-09-dinh-tuyen-routing-trong-asp-dot-net-core-mvc
module_46,has_lesson,lesson_bai-10-quan-lu-trang-thai-session-and-cookie-trong-asp-dot-net-core-mvc
module_46,has_lesson,lesson_bai-11-xac-thuc-va-phan-quyen-trong-asp-dot-net-core-mvc
module_46,has_lesson,lesson_bai-12-asp-dot-net-identity-va-entity-framework
module_46,has_quiz,quiz_70
quiz_70,has_question,question_162
quiz_70,has_question,question_163
quiz_70,has_question,question_164
quiz_70,has_question,question_165
quiz_70,has_question,question_166
quiz_70,has_question,question_167
quiz_70,has_question,question_168
quiz_70,has_question,question_169
quiz_70,has_question,question_170
quiz_70,has_question,question_171
quiz_70,has_question,question_172
quiz_70,has_question,question_173
quiz_70,has_question,question_174
quiz_70,has_question,question_175
quiz_70,has_question,question_176
quiz_70,has_question,question_177
quiz_70,has_question,question_178
quiz_70,has_question,question_179
quiz_70,has_question,question_180
quiz_70,has_question,question_181
module_46,has_quiz,quiz_71
quiz_71,has_question,question_182
quiz_71,has_question,question_183
quiz_71,has_question,question_184
quiz_71,has_question,question_185
quiz_71,has_question,question_186
quiz_71,has_question,question_187
quiz_71,has_question,question_188
quiz_71,has_question,question_189
quiz_71,has_question,question_190
quiz_71,has_question,question_191
quiz_71,has_question,question_192
quiz_71,has_question,question_193
quiz_71,has_question,question_194
quiz_71,has_question,question_195
quiz_71,has_question,question_196
quiz_71,has_question,question_197
quiz_71,has_question,question_198
quiz_71,has_question,question_199
quiz_71,has_question,question_200
quiz_71,has_question,question_201
module_46,has_quiz,quiz_72
quiz_72,has_question,question_202
quiz_72,has_question,question_203
quiz_72,has_question,question_204
quiz_72,has_question,question_205
quiz_72,has_question,question_206
quiz_72,has_question,question_207
quiz_72,has_question,question_208
quiz_72,has_question,question_209
quiz_72,has_question,question_210
quiz_72,has_question,question_211
quiz_72,has_question,question_212
quiz_72,has_question,question_213
quiz_72,has_question,question_214
quiz_72,has_question,question_215
quiz_72,has_question,question_216
quiz_72,has_question,question_217
quiz_72,has_question,question_218
quiz_72,has_question,question_219
quiz_72,has_question,question_220
quiz_72,has_question,question_221
module_46,has_quiz,quiz_73
quiz_73,has_question,question_222
quiz_73,has_question,question_223
quiz_73,has_question,question_224
quiz_73,has_question,question_225
quiz_73,has_question,question_226
quiz_73,has_question,question_227
quiz_73,has_question,question_228
quiz_73,has_question,question_229
quiz_73,has_question,question_230
quiz_73,has_question,question_231
quiz_73,has_question,question_232
quiz_73,has_question,question_233
quiz_73,has_question,question_234
quiz_73,has_question,question_235
quiz_73,has_question,question_236
quiz_73,has_question,question_237
quiz_73,has_question,question_238
quiz_73,has_question,question_239
quiz_73,has_question,question_240
quiz_73,has_question,question_241
module_46,has_quiz,quiz_74
quiz_74,has_question,question_242
quiz_74,has_question,question_243
quiz_74,has_question,question_244
quiz_74,has_question,question_245
quiz_74,has_question,question_246
quiz_74,has_question,question_247
quiz_74,has_question,question_248
quiz_74,has_question,question_249
quiz_74,has_question,question_250
quiz_74,has_question,question_251
quiz_74,has_question,question_252
quiz_74,has_question,question_253
quiz_74,has_question,question_254
quiz_74,has_question,question_255
quiz_74,has_question,question_256
quiz_74,has_question,question_257
quiz_74,has_question,question_258
quiz_74,has_question,question_259
quiz_74,has_question,question_260
quiz_74,has_question,question_261
module_46,has_quiz,quiz_75
quiz_75,has_question,question_262
quiz_75,has_question,question_263
quiz_75,has_question,question_264
quiz_75,has_question,question_265
quiz_75,has_question,question_266
quiz_75,has_question,question_267
quiz_75,has_question,question_268
quiz_75,has_question,question_269
quiz_75,has_question,question_270
quiz_75,has_question,question_271
quiz_75,has_question,question_272
quiz_75,has_question,question_273
quiz_75,has_question,question_274
quiz_75,has_question,question_275
quiz_75,has_question,question_276
quiz_75,has_question,question_277
quiz_75,has_question,question_278
quiz_75,has_question,question_279
quiz_75,has_question,question_280
quiz_75,has_question,question_281
module_46,has_quiz,quiz_76
quiz_76,has_question,question_282
quiz_76,has_question,question_283
quiz_76,has_question,question_284
quiz_76,has_question,question_285
quiz_76,has_question,question_286
quiz_76,has_question,question_287
quiz_76,has_question,question_288
quiz_76,has_question,question_289
quiz_76,has_question,question_290
quiz_76,has_question,question_291
quiz_76,has_question,question_292
quiz_76,has_question,question_293
quiz_76,has_question,question_294
quiz_76,has_question,question_295
quiz_76,has_question,question_296
quiz_76,has_question,question_297
quiz_76,has_question,question_298
quiz_76,has_question,question_299
quiz_76,has_question,question_300
quiz_76,has_question,question_301
module_46,has_quiz,quiz_77
quiz_77,has_question,question_302
quiz_77,has_question,question_303
quiz_77,has_question,question_304
quiz_77,has_question,question_305
quiz_77,has_question,question_306
quiz_77,has_question,question_307
quiz_77,has_question,question_308
quiz_77,has_question,question_309
quiz_77,has_question,question_310
quiz_77,has_question,question_311
quiz_77,has_question,question_312
quiz_77,has_question,question_313
quiz_77,has_question,question_314
quiz_77,has_question,question_315
quiz_77,has_question,question_316
quiz_77,has_question,question_317
quiz_77,has_question,question_318
quiz_77,has_question,question_319
quiz_77,has_question,question_320
quiz_77,has_question,question_321
module_46,has_quiz,quiz_78
quiz_78,has_question,question_322
quiz_78,has_question,question_323
quiz_78,has_question,question_324
quiz_78,has_question,question_325
quiz_78,has_question,question_326
quiz_78,has_question,question_327
quiz_78,has_question,question_328
quiz_78,has_question,question_329
quiz_78,has_question,question_330
quiz_78,has_question,question_331
quiz_78,has_question,question_332
quiz_78,has_question,question_333
quiz_78,has_question,question_334
quiz_78,has_question,question_335
quiz_78,has_question,question_336
quiz_78,has_question,question_337
quiz_78,has_question,question_338
quiz_78,has_question,question_339
quiz_78,has_question,question_340
quiz_78,has_question,question_341
module_46,has_quiz,quiz_79
quiz_79,has_question,question_342
quiz_79,has_question,question_343
quiz_79,has_question,question_344
quiz_79,has_question,question_345
quiz_79,has_question,question_346
quiz_79,has_question,question_347
quiz_79,has_question,question_348
quiz_79,has_question,question_349
quiz_79,has_question,question_350
quiz_79,has_question,question_351
quiz_79,has_question,question_352
quiz_79,has_question,question_353
quiz_79,has_question,question_354
quiz_79,has_question,question_355
quiz_79,has_question,question_356
quiz_79,has_question,question_357
quiz_79,has_question,question_358
quiz_79,has_question,question_359
quiz_79,has_question,question_360
quiz_79,has_question,question_361
module_46,has_quiz,quiz_80
quiz_80,has_question,question_362
quiz_80,has_question,question_363
quiz_80,has_question,question_364
quiz_80,has_question,question_365
quiz_80,has_question,question_366
quiz_80,has_question,question_367
quiz_80,has_question,question_368
quiz_80,has_question,question_369
quiz_80,has_question,question_370
quiz_80,has_question,question_371
quiz_80,has_question,question_372
quiz_80,has_question,question_373
quiz_80,has_question,question_374
quiz_80,has_question,question_375
quiz_80,has_question,question_376
quiz_80,has_question,question_377
quiz_80,has_question,question_378
quiz_80,has_question,question_379
quiz_80,has_question,question_380
quiz_80,has_question,question_381
module_46,has_quiz,quiz_81
quiz_81,has_question,question_382
quiz_81,has_question,question_383
quiz_81,has_question,question_384
quiz_81,has_question,question_385
quiz_81,has_question,question_386
quiz_81,has_question,question_387
quiz_81,has_question,question_388
quiz_81,has_question,question_389
quiz_81,has_question,question_390
quiz_81,has_question,question_391
quiz_81,has_question,question_392
quiz_81,has_question,question_393
quiz_81,has_question,question_394
quiz_81,has_question,question_395
quiz_81,has_question,question_396
quiz_81,has_question,question_397
quiz_81,has_question,question_398
quiz_81,has_question,question_399
quiz_81,has_question,question_400
quiz_81,has_question,question_401
user_39,attempted,quiz_70
user_39,has_score,quiz_70:18.0
user_40,attempted,quiz_70
user_40,has_score,quiz_70:19.0
user_42,attempted,quiz_70
user_42,has_score,quiz_70:15.0
user_43,attempted,quiz_70
user_43,has_score,quiz_70:15.0
user_44,attempted,quiz_70
user_44,has_score,quiz_70:19.0
user_45,attempted,quiz_70
user_45,has_score,quiz_70:19.0
user_47,attempted,quiz_70
user_47,has_score,quiz_70:15.0
user_48,attempted,quiz_70
user_48,has_score,quiz_70:16.0
user_49,attempted,quiz_70
user_49,has_score,quiz_70:18.0
user_50,attempted,quiz_70
user_50,has_score,quiz_70:16.0
user_52,attempted,quiz_70
user_52,has_score,quiz_70:18.0
user_53,attempted,quiz_70
user_53,has_score,quiz_70:17.0
user_54,attempted,quiz_70
user_54,has_score,quiz_70:19.0
user_55,attempted,quiz_70
user_55,has_score,quiz_70:15.0
user_56,attempted,quiz_70
user_56,has_score,quiz_70:19.0
user_57,attempted,quiz_70
user_57,has_score,quiz_70:18.0
user_58,attempted,quiz_70
user_58,has_score,quiz_70:15.0
user_59,attempted,quiz_70
user_59,has_score,quiz_70:18.0
user_60,attempted,quiz_70
user_60,has_score,quiz_70:18.0
user_62,attempted,quiz_70
user_62,has_score,quiz_70:18.0
user_63,attempted,quiz_70
user_63,has_score,quiz_70:18.0
user_64,attempted,quiz_70
user_64,has_score,quiz_70:13.0
user_65,attempted,quiz_70
user_65,has_score,quiz_70:16.0
user_66,attempted,quiz_70
user_66,has_score,quiz_70:15.0
user_71,attempted,quiz_70
user_71,has_score,quiz_70:18.0
user_39,attempted,quiz_71
user_39,has_score,quiz_71:18.0
user_40,attempted,quiz_71
user_40,has_score,quiz_71:17.0
user_42,attempted,quiz_71
user_42,has_score,quiz_71:15.0
user_43,attempted,quiz_71
user_43,has_score,quiz_71:15.0
user_44,attempted,quiz_71
user_44,has_score,quiz_71:19.0
user_45,attempted,quiz_71
user_45,has_score,quiz_71:19.0
user_47,attempted,quiz_71
user_47,has_score,quiz_71:18.0
user_48,attempted,quiz_71
user_48,has_score,quiz_71:15.0
user_49,attempted,quiz_71
user_49,has_score,quiz_71:18.0
user_50,attempted,quiz_71
user_50,has_score,quiz_71:15.0
user_52,attempted,quiz_71
user_52,has_score,quiz_71:20.0
user_53,attempted,quiz_71
user_53,has_score,quiz_71:16.0
user_54,attempted,quiz_71
user_54,has_score,quiz_71:19.0
user_55,attempted,quiz_71
user_55,has_score,quiz_71:13.0
user_56,attempted,quiz_71
user_56,has_score,quiz_71:18.0
user_57,attempted,quiz_71
user_57,has_score,quiz_71:18.0
user_58,attempted,quiz_71
user_58,has_score,quiz_71:16.0
user_59,attempted,quiz_71
user_59,has_score,quiz_71:18.0
user_60,attempted,quiz_71
user_60,has_score,quiz_71:18.0
user_62,attempted,quiz_71
user_62,has_score,quiz_71:16.0
user_63,attempted,quiz_71
user_63,has_score,quiz_71:20.0
user_64,attempted,quiz_71
user_64,has_score,quiz_71:16.0
user_65,attempted,quiz_71
user_65,has_score,quiz_71:16.0
user_66,attempted,quiz_71
user_66,has_score,quiz_71:14.0
user_71,attempted,quiz_71
user_71,has_score,quiz_71:18.0
user_39,attempted,quiz_72
user_39,has_score,quiz_72:19.0
user_40,attempted,quiz_72
user_40,has_score,quiz_72:17.0
user_42,attempted,quiz_72
user_42,has_score,quiz_72:15.0
user_43,attempted,quiz_72
user_43,has_score,quiz_72:16.0
user_44,attempted,quiz_72
user_44,has_score,quiz_72:18.0
user_45,attempted,quiz_72
user_45,has_score,quiz_72:19.0
user_47,attempted,quiz_72
user_47,has_score,quiz_72:16.0
user_48,attempted,quiz_72
user_48,has_score,quiz_72:17.0
user_49,attempted,quiz_72
user_49,has_score,quiz_72:19.0
user_50,attempted,quiz_72
user_50,has_score,quiz_72:15.0
user_52,attempted,quiz_72
user_52,has_score,quiz_72:18.0
user_53,attempted,quiz_72
user_53,has_score,quiz_72:17.0
user_54,attempted,quiz_72
user_54,has_score,quiz_72:19.0
user_55,attempted,quiz_72
user_55,has_score,quiz_72:14.0
user_56,attempted,quiz_72
user_56,has_score,quiz_72:19.0
user_57,attempted,quiz_72
user_57,has_score,quiz_72:20.0
user_58,attempted,quiz_72
user_58,has_score,quiz_72:17.0
user_59,attempted,quiz_72
user_59,has_score,quiz_72:18.0
user_60,attempted,quiz_72
user_60,has_score,quiz_72:19.0
user_62,attempted,quiz_72
user_62,has_score,quiz_72:17.0
user_63,attempted,quiz_72
user_63,has_score,quiz_72:18.0
user_64,attempted,quiz_72
user_64,has_score,quiz_72:13.0
user_65,attempted,quiz_72
user_65,has_score,quiz_72:16.0
user_66,attempted,quiz_72
user_66,has_score,quiz_72:15.0
user_71,attempted,quiz_72
user_71,has_score,quiz_72:18.0
user_39,attempted,quiz_73
user_39,has_score,quiz_73:18.0
user_40,attempted,quiz_73
user_40,has_score,quiz_73:17.0
user_42,attempted,quiz_73
user_42,has_score,quiz_73:18.0
user_43,attempted,quiz_73
user_43,has_score,quiz_73:16.0
user_44,attempted,quiz_73
user_44,has_score,quiz_73:18.0
user_45,attempted,quiz_73
user_45,has_score,quiz_73:19.0
user_47,attempted,quiz_73
user_47,has_score,quiz_73:17.0
user_48,attempted,quiz_73
user_48,has_score,quiz_73:17.0
user_49,attempted,quiz_73
user_49,has_score,quiz_73:18.0
user_50,attempted,quiz_73
user_50,has_score,quiz_73:17.0
user_52,attempted,quiz_73
user_52,has_score,quiz_73:19.0
user_53,attempted,quiz_73
user_53,has_score,quiz_73:17.0
user_54,attempted,quiz_73
user_54,has_score,quiz_73:18.0
user_55,attempted,quiz_73
user_55,has_score,quiz_73:13.0
user_56,attempted,quiz_73
user_56,has_score,quiz_73:18.0
user_57,attempted,quiz_73
user_57,has_score,quiz_73:18.0
user_58,attempted,quiz_73
user_58,has_score,quiz_73:16.0
user_59,attempted,quiz_73
user_59,has_score,quiz_73:19.0
user_60,attempted,quiz_73
user_60,has_score,quiz_73:19.0
user_63,attempted,quiz_73
user_63,has_score,quiz_73:18.0
user_64,attempted,quiz_73
user_64,has_score,quiz_73:15.0
user_65,attempted,quiz_73
user_65,has_score,quiz_73:16.0
user_66,attempted,quiz_73
user_66,has_score,quiz_73:16.0
user_71,attempted,quiz_73
user_71,has_score,quiz_73:19.0
user_39,attempted,quiz_74
user_39,has_score,quiz_74:18.0
user_40,attempted,quiz_74
user_40,has_score,quiz_74:16.0
user_42,attempted,quiz_74
user_42,has_score,quiz_74:15.0
user_43,attempted,quiz_74
user_43,has_score,quiz_74:16.0
user_44,attempted,quiz_74
user_44,has_score,quiz_74:19.0
user_45,attempted,quiz_74
user_45,has_score,quiz_74:18.0
user_47,attempted,quiz_74
user_47,has_score,quiz_74:15.0
user_48,attempted,quiz_74
user_48,has_score,quiz_74:16.0
user_49,attempted,quiz_74
user_49,has_score,quiz_74:20.0
user_50,attempted,quiz_74
user_50,has_score,quiz_74:15.0
user_52,attempted,quiz_74
user_52,has_score,quiz_74:18.0
user_53,attempted,quiz_74
user_53,has_score,quiz_74:17.0
user_54,attempted,quiz_74
user_54,has_score,quiz_74:19.0
user_55,attempted,quiz_74
user_55,has_score,quiz_74:15.0
user_56,attempted,quiz_74
user_56,has_score,quiz_74:18.0
user_57,attempted,quiz_74
user_57,has_score,quiz_74:19.0
user_58,attempted,quiz_74
user_58,has_score,quiz_74:17.0
user_59,attempted,quiz_74
user_59,has_score,quiz_74:19.0
user_60,attempted,quiz_74
user_60,has_score,quiz_74:18.0
user_62,attempted,quiz_74
user_62,has_score,quiz_74:16.0
user_63,attempted,quiz_74
user_63,has_score,quiz_74:18.0
user_64,attempted,quiz_74
user_64,has_score,quiz_74:16.0
user_65,attempted,quiz_74
user_65,has_score,quiz_74:17.0
user_66,attempted,quiz_74
user_66,has_score,quiz_74:13.0
user_71,attempted,quiz_74
user_71,has_score,quiz_74:18.0
user_39,attempted,quiz_75
user_39,has_score,quiz_75:18.0
user_40,attempted,quiz_75
user_40,has_score,quiz_75:17.0
user_42,attempted,quiz_75
user_42,has_score,quiz_75:16.0
user_43,attempted,quiz_75
user_43,has_score,quiz_75:17.0
user_44,attempted,quiz_75
user_44,has_score,quiz_75:18.0
user_45,attempted,quiz_75
user_45,has_score,quiz_75:19.0
user_47,attempted,quiz_75
user_47,has_score,quiz_75:18.0
user_48,attempted,quiz_75
user_48,has_score,quiz_75:16.0
user_49,attempted,quiz_75
user_49,has_score,quiz_75:19.0
user_50,attempted,quiz_75
user_50,has_score,quiz_75:15.0
user_52,attempted,quiz_75
user_52,has_score,quiz_75:20.0
user_53,attempted,quiz_75
user_53,has_score,quiz_75:16.0
user_54,attempted,quiz_75
user_54,has_score,quiz_75:19.0
user_55,attempted,quiz_75
user_55,has_score,quiz_75:12.0
user_56,attempted,quiz_75
user_56,has_score,quiz_75:18.0
user_57,attempted,quiz_75
user_57,has_score,quiz_75:18.0
user_58,attempted,quiz_75
user_58,has_score,quiz_75:16.0
user_59,attempted,quiz_75
user_59,has_score,quiz_75:18.0
user_60,attempted,quiz_75
user_60,has_score,quiz_75:19.0
user_62,attempted,quiz_75
user_62,has_score,quiz_75:15.0
user_63,attempted,quiz_75
user_63,has_score,quiz_75:18.0
user_64,attempted,quiz_75
user_64,has_score,quiz_75:14.0
user_65,attempted,quiz_75
user_65,has_score,quiz_75:15.0
user_66,attempted,quiz_75
user_66,has_score,quiz_75:14.0
user_71,attempted,quiz_75
user_71,has_score,quiz_75:18.0
user_39,attempted,quiz_76
user_39,has_score,quiz_76:19.0
user_40,attempted,quiz_76
user_40,has_score,quiz_76:15.0
user_42,attempted,quiz_76
user_42,has_score,quiz_76:17.0
user_43,attempted,quiz_76
user_43,has_score,quiz_76:17.0
user_44,attempted,quiz_76
user_44,has_score,quiz_76:19.0
user_45,attempted,quiz_76
user_45,has_score,quiz_76:18.0
user_47,attempted,quiz_76
user_47,has_score,quiz_76:18.0
user_48,attempted,quiz_76
user_48,has_score,quiz_76:17.0
user_49,attempted,quiz_76
user_49,has_score,quiz_76:18.0
user_50,attempted,quiz_76
user_50,has_score,quiz_76:16.0
user_52,attempted,quiz_76
user_52,has_score,quiz_76:18.0
user_53,attempted,quiz_76
user_53,has_score,quiz_76:16.0
user_54,attempted,quiz_76
user_54,has_score,quiz_76:18.0
user_55,attempted,quiz_76
user_55,has_score,quiz_76:13.0
user_56,attempted,quiz_76
user_56,has_score,quiz_76:19.0
user_57,attempted,quiz_76
user_57,has_score,quiz_76:18.0
user_58,attempted,quiz_76
user_58,has_score,quiz_76:15.0
user_59,attempted,quiz_76
user_59,has_score,quiz_76:18.0
user_60,attempted,quiz_76
user_60,has_score,quiz_76:19.0
user_62,attempted,quiz_76
user_62,has_score,quiz_76:15.0
user_63,attempted,quiz_76
user_63,has_score,quiz_76:18.0
user_64,attempted,quiz_76
user_64,has_score,quiz_76:14.0
user_65,attempted,quiz_76
user_65,has_score,quiz_76:18.0
user_66,attempted,quiz_76
user_66,has_score,quiz_76:13.0
user_71,attempted,quiz_76
user_71,has_score,quiz_76:19.0
user_39,attempted,quiz_77
user_39,has_score,quiz_77:20.0
user_40,attempted,quiz_77
user_40,has_score,quiz_77:17.0
user_42,attempted,quiz_77
user_42,has_score,quiz_77:15.0
user_43,attempted,quiz_77
user_43,has_score,quiz_77:16.0
user_44,attempted,quiz_77
user_44,has_score,quiz_77:18.0
user_45,attempted,quiz_77
user_45,has_score,quiz_77:18.0
user_47,attempted,quiz_77
user_47,has_score,quiz_77:16.0
user_48,attempted,quiz_77
user_48,has_score,quiz_77:18.0
user_49,attempted,quiz_77
user_49,has_score,quiz_77:18.0
user_50,attempted,quiz_77
user_50,has_score,quiz_77:17.0
user_52,attempted,quiz_77
user_52,has_score,quiz_77:18.0
user_53,attempted,quiz_77
user_53,has_score,quiz_77:17.0
user_54,attempted,quiz_77
user_54,has_score,quiz_77:18.0
user_55,attempted,quiz_77
user_55,has_score,quiz_77:13.0
user_56,attempted,quiz_77
user_56,has_score,quiz_77:18.0
user_57,attempted,quiz_77
user_57,has_score,quiz_77:19.0
user_58,attempted,quiz_77
user_58,has_score,quiz_77:17.0
user_59,attempted,quiz_77
user_59,has_score,quiz_77:20.0
user_60,attempted,quiz_77
user_60,has_score,quiz_77:18.0
user_62,attempted,quiz_77
user_62,has_score,quiz_77:17.0
user_63,attempted,quiz_77
user_63,has_score,quiz_77:18.0
user_64,attempted,quiz_77
user_64,has_score,quiz_77:14.0
user_65,attempted,quiz_77
user_65,has_score,quiz_77:16.0
user_66,attempted,quiz_77
user_66,has_score,quiz_77:14.0
user_71,attempted,quiz_77
user_71,has_score,quiz_77:19.0
user_39,attempted,quiz_78
user_39,has_score,quiz_78:18.0
user_40,attempted,quiz_78
user_40,has_score,quiz_78:15.0
user_42,attempted,quiz_78
user_42,has_score,quiz_78:17.0
user_43,attempted,quiz_78
user_43,has_score,quiz_78:16.0
user_44,attempted,quiz_78
user_44,has_score,quiz_78:19.0
user_45,attempted,quiz_78
user_45,has_score,quiz_78:18.0
user_47,attempted,quiz_78
user_47,has_score,quiz_78:16.0
user_48,attempted,quiz_78
user_48,has_score,quiz_78:17.0
user_49,attempted,quiz_78
user_49,has_score,quiz_78:18.0
user_50,attempted,quiz_78
user_50,has_score,quiz_78:16.0
user_52,attempted,quiz_78
user_52,has_score,quiz_78:18.0
user_53,attempted,quiz_78
user_53,has_score,quiz_78:18.0
user_54,attempted,quiz_78
user_54,has_score,quiz_78:18.0
user_55,attempted,quiz_78
user_55,has_score,quiz_78:14.0
user_56,attempted,quiz_78
user_56,has_score,quiz_78:19.0
user_57,attempted,quiz_78
user_57,has_score,quiz_78:19.0
user_58,attempted,quiz_78
user_58,has_score,quiz_78:15.0
user_59,attempted,quiz_78
user_59,has_score,quiz_78:19.0
user_60,attempted,quiz_78
user_60,has_score,quiz_78:18.0
user_62,attempted,quiz_78
user_62,has_score,quiz_78:16.0
user_63,attempted,quiz_78
user_63,has_score,quiz_78:18.0
user_64,attempted,quiz_78
user_64,has_score,quiz_78:15.0
user_65,attempted,quiz_78
user_65,has_score,quiz_78:18.0
user_66,attempted,quiz_78
user_66,has_score,quiz_78:15.0
user_71,attempted,quiz_78
user_71,has_score,quiz_78:18.0
user_39,attempted,quiz_79
user_39,has_score,quiz_79:18.0
user_40,attempted,quiz_79
user_40,has_score,quiz_79:18.0
user_42,attempted,quiz_79
user_42,has_score,quiz_79:19.0
user_43,attempted,quiz_79
user_43,has_score,quiz_79:17.0
user_44,attempted,quiz_79
user_44,has_score,quiz_79:18.0
user_45,attempted,quiz_79
user_45,has_score,quiz_79:18.0
user_47,attempted,quiz_79
user_47,has_score,quiz_79:16.0
user_48,attempted,quiz_79
user_48,has_score,quiz_79:15.0
user_49,attempted,quiz_79
user_49,has_score,quiz_79:19.0
user_50,attempted,quiz_79
user_50,has_score,quiz_79:17.0
user_52,attempted,quiz_79
user_52,has_score,quiz_79:18.0
user_53,attempted,quiz_79
user_53,has_score,quiz_79:17.0
user_54,attempted,quiz_79
user_54,has_score,quiz_79:20.0
user_55,attempted,quiz_79
user_55,has_score,quiz_79:15.0
user_56,attempted,quiz_79
user_56,has_score,quiz_79:18.0
user_57,attempted,quiz_79
user_57,has_score,quiz_79:18.0
user_58,attempted,quiz_79
user_58,has_score,quiz_79:15.0
user_59,attempted,quiz_79
user_59,has_score,quiz_79:18.0
user_60,attempted,quiz_79
user_60,has_score,quiz_79:18.0
user_63,attempted,quiz_79
user_63,has_score,quiz_79:18.0
user_64,attempted,quiz_79
user_64,has_score,quiz_79:13.0
user_65,attempted,quiz_79
